airline_sentiment,clean_text_a
1,161011077214639258871077224121585914821168031463910772101435859 1803614639741016101107721317316803 10143741014821180366175107721482116803241211397858591463911275 135318036258871463958591317316803 21039107721463962813978 1014361755859628628 585916101585910772617558597707617516803 62816803585913978 
0,161011077214639258871077224121585914821168031463910772101435859 24121168031680313173 1014346825859241212588716803 2103961751077225887468213978 139784682585913978628 62810143468216803131731353617516803 46827410135314639 148211077224121 488658591077213978 13978107721482116803 18036468274102412116803 1077214821 10143585961756175 107722412113978168031463924121 468216803617518036 
2,161011077214639258871077224121585914821168031463910772101435859 10143741014821180366175168031397816803617511275 585948861680362874101482116803 16803210561803616803146391077216803241211014316803 6175585962813978 14821741024121139784682 77077410628 61755859628 2412174102412162813978741018036 13978468258592412124848628 585948861680362874101482116803 2103961751077225887468213978 13173168031803658591463913978 13978107721482116803 1610158597707168035859139786281749277076175135316803 
1,161011077214639258871077224121585914821168031463910772101435859 4886585913978101434682 741062810143585914639628 174922103924848 2588713978 628210397410 2103961751077225887468213978 
1,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 1014358592412110143168036175 210396175107722588746821397861751680313173 
0,161011077214639258871077224121585914821168031463910772101435859 210395859107726175 101431353628139787410148211680314639 101434682168031014324848 180361463974101014316803628628 6175107722412124848 139786285859 180361463916803 101434682168031014324848 
0,161011077214639258871077224121585914821168031463910772101435859 21039107721317310772210395859148211077261751077216803628 1353 13978168031463914639107727707617516803 585910772146396175107722412116803 25887107721610116803 1353 4682741013978168036175 46827410139786175107722412116803 2412113531482177071680314639 628585911275 6287410146391463911275 
1,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 2412113531482177071680314639 628210397410 10143585977077410 628585924121 61751353101435859628 58591463914639107721610116803 112751680313978 
0,161011077214639258871077224121585914821168031463910772101435859 10143468214639112756281077210143468214639112756281077210143 585962862810772628139785859241211014316803 112751680362813978168031463913173585911275 1353 1014358592412110143168036175 210396175107722588746821397861751680313173 2103961751077225887468213978 25887107721610116803 1353 4682741013978168036175 46827410139786175107722412116803 628468258591482116803 
0,161011077214639258871077224121585914821168031463910772101435859 58592412174101397846821680314639 13173168036175585911275 2103961751077225887468213978 61751077224848107722412125887112757410135361751680362862858592412113173617516803628628 
0,161011077214639258871077224121585914821168031463910772101435859 24121168031680313173 14639168032588710772628139781680314639 628168031463916101107721014316803 13173741025887 21039107721463962813978 1014361755859628628 139781077210143248481680313978 628210397410 2588713978 13173135361756175 18036468274102412116803 2663135316803135316803 46827410135314639 6175741024121258871680314639 180366175628 585913173161011077262816803 
2,161011077214639258871077224121585914821168031463910772101435859 1463974101014324848 1482158592484816803 4886585913978101434682 741062810143585914639 2103961751077225887468213978 14639168031317310143585914639180361680313978 741062810143585914639 741062810143585914639 
1,161011077214639258871077224121585914821168031463910772101435859 146391680358596175617511275139785859617561751014346821463910772628 1317314639741018036 139781463958591014324848 4682139781397818036 101437410 222016101 1803613978 139781463924848 
2,161011077214639258871077224121585914821168031463910772101435859 585961754886585911275628 210567410210567410 
0,161011077214639258871077224121585914821168031463910772101435859 77077410741024848 62816803585913978 2103961751077225887468213978 7707135311275 16803161011680324121 101434682168031014324848 10143146391680358591397816803628 148211353101434682 5859241212105610772168031397811275 21039146391353628139781463958591397816803 
0,161011077214639258871077224121585914821168031463910772101435859 139784682107722412124848 18036585911275 168032105613978146395859 770713531014324848 1463913978 61751353258872588758592588716803 148211077225887468213978 5859210392103974101463913173 4682107721463916803 168032105613978146395859 468258592412113173 628210397410 617558591482116803 
2,161011077214639258871077224121585914821168031463910772101435859 77071680362813978 101431353628139787410148211680314639 628168031463916101107721014316803 146391680318036 4886741014639617513173 10772146391482158592103914639741014821131735859617561755859628 1397858592484816803 1014358592484816803 
1,161011077214639258871077224121585914821168031463910772101435859 21039107722412113173 1353 21039617513978 6175585921056 62874107410241211680314639 148211077213173241211077225887468213978 1482174102412113173585911275 488674101353617513173 258871463916803585913978 101431353628139787410148211680314639 628168031463916101107721014316803 
0,161011077214639258871077224121585914821168031463910772101435859 18036617516803585962816803 1803614639741016101107721317316803 628139785859139781353628 2103961751077225887468213978 1014358592412113978 1077214821585925887107722412116803 13978107721482116803 4886168037707 107722412113173107721014358591397816803 1317313531317316803 48861680358591397846821680314639 131735859617561755859628 
2,161011077214639258871077224121585914821168031463910772101435859 58591482158592220107722412125887 6281397858592103921039 58591482118036 6281353180361680314639 4682168036175180362103913536175 14639135324121 4886585961751397813173107726282412116803112754886741014639617513173 18036146391077224121101431680362862846825859617521039 628180367410107726175 101437410148212103974101463913978 
0,161011077214639258871077224121585914821168031463910772101435859 18036585911275 1803614639168031482110772135314821 21039617511275 585910143146397410628628 101437410135324121139781463911275 1014358592412110143168036175 2103961751077225887468213978 2103961751077225887468213978 741021039210391680314639 101434682168031014324848 210391680316803 135318036258871463958591317316803 617574101610116803 628585913173 2103958591014316803 
0,161011077214639258871077224121585914821168031463910772101435859 26631353168036281397810772741024121 180367410628628107727707617516803 77077410741024848 62816803585913978 10772241212103958592412113978 25887107721610116803 7410180361397810772741024121 488658592412113978 62816803585913978 
2,585961754886585911275628 13978741025887168031397846821680314639 48861680361751014374101482116803 1463913978 161011077214639258871077224121585914821168031463910772101435859 174921680362862810772101435859174925859112751482116803628 48861680361751014374101482116803 
2,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 468274101482116803 1317310143 6281353241216281680313978 2588761757410770716803 77075859101432484813978741048861077224121139781680314639 770758591014324848 488674101463924848 14639168032103914639168036284682 4682139781397818036 101437410 1610121056 161017707101431397813173617521039 
0,161011077214639258871077224121585914821168031463910772101435859 1353241211317316803146396281397858592412113173 24121168031680313173 1317314821 25887107721610116803 58592412162848861680314639 1317358591482158592588716803 61751353258872588758592588716803 1803674106175107721014311275 
0,161011077214639258871077224121585914821168031463910772101435859 1482116803585924121 1803674106175107721014311275 13173168036281397814639741011275 61751353258872588758592588716803 
1,161011077214639258871077224121585914821168031463910772101435859 6281803616803101431077258596175 585962862810772628139785859241211014316803 1397814639585916101168036175 5859617574102412116803 4886 248481077213173 10772241212103958592412113978 180361463910772741014639107721397811275 7707741058591463913173107722412125887 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848 101434682168031014324848 139781077210143248481680313978 18036135314639101434682585962816803 101431353628139787410148211680314639 46825859180361803611275 
1,161011077214639258871077224121585914821168031463910772101435859 4886168037707628107721397816803 16803161011680314639 1014374101482116803 770758591014324848 7410241216175107722412116803 
1,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 617574101610116803 210391077216803617513173 628210397410 1317316803210391077224121107721397816803617511275 1014358592412110143168036175 210396175107722588746821397861751680313173 1482174102412113173585911275 2103916803770714639135358591463911275 
1,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 6175258875859 13173210394886 13978107721482116803 
1,161011077214639258871077224121585914821168031463910772101435859 131731463910772161011680314639 61751077210143168032412162816803 16803210561803610772146391680313173 6175107721397813978617516803 14821741024121139784682 21039617511275 21039146391077213173585911275 1482174101463924121107722412125887 135362816803 168032105618036107721463916803 61751077210143168032412162816803 
0,161011077214639258871077224121585914821168031463910772101435859 18036146397410770761751680314821 2103961751077225887468213978 77077410741024848 18036146397410770761751680314821 4886168037707 628107721397816803 24848168031680318036 25887107721610116803 168031463914639741014639 101437410241211397858591014313978 18036468274102412116803 18036468274102412116803 14821107722412113531397816803 488658591077213978 
0,161011077214639258871077224121585914821168031463910772101435859 146391680362810143468216803131731353617516803 1014358592412110143168036175 210396175107722588746821397861751680313173 2103961751077225887468213978 7410241216175107722412116803 1014346825859241212588716803 770713531397813978741024121 25887146391680311275 
0,161011077214639258871077224121585914821168031463910772101435859 1463958592412125887 488658591077213978 14821107722412113531397816803 77077410741024848 139781077210143248481680313978 16101168032412113173741014639 210391077221056 628107721397816803 
0,161011077214639258871077224121585914821168031463910772101435859 258871680313978 2103961751077225887468213978 139781680361756175 13978741013173585911275 101434682168031014324848 16803148215859107726175 139787410148217410146391463974104886 1353241215859101431014316803180361397858597707617516803 
0,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 6175258875859 1014358592412110143168036175 21039617510772258874682139781680313173 6281397813531014324848 131735859617561755859628 10143585961756175 146391680362810143468216803131731353617516803 139787410617513173 1014374101353617513173 258871680313978 2103961751077225887468213978 13978741013173585911275 
0,161011077214639258871077224121585914821168031463910772101435859 1803658591077214639107722412125887 107722412110143617513531317316803 146391680313173 4886107722412116803 48864682107721397816803 741021039210391680314639 14639168031317348861077224121168031077262877071680313978139781680314639 
0,161011077214639258871077224121585914821168031463910772101435859 4886168037707628107721397816803 
0,161011077214639258871077224121585914821168031463910772101435859 628107721397816803 628168031680314821 6175107721397813978617516803 4886741024121248481680313173 146391077225887468213978 14821585911275 488658592412113978 61757410741024848 1397814639107721680313173 1397848867410 770714639741048866281680314639 10143628628 4682139781397818036 101437410 266362826631482114821 2484821039 
0,161011077214639258871077224121585914821168031463910772101435859 1317310772628585918036180367410107722412113978 585925887168032412113978 131731680362810772258872412158591397816803 628107726175161011680314639 628139785859139781353628 101434682168031014324848 6175107722412116803 13173135361756175 585910772146391803674101463913978 101436175741062816803 58596286281077262813978 1803658596281680324121258871680314639628 
1,161011077214639258871077224121585914821168031463910772101435859 180366175585924121 107722412110143617513531317316803 58591353628139781077224121 131735859617561755859628 14639741013531397816803 1397874101803624121168034886628 58591463958597707 1680314821107721463958591397816803628 4682139781397818036 101437410 5859266322204886168031014374102484824848 
0,161011077214639258871077224121585914821168031463910772101435859 241217410146391482158596175 14639168031014316803107721610116803 146391680318036617511275 101431680324121139781463958596175 77075859258872588758592588716803 7707585925887258875859258871680310772628628135316803628 628148214682 
0,161011077214639258871077224121585914821168031463910772101435859 6175741025887585924121 585910772146391803674101463913978 488658591077213978 1014346821680310143248481077224121 2103961751077225887468213978 1014346821680310143248481077224121 131731680362824848 7410180361680324121 
1,161011077214639258871077224121585914821168031463910772101435859 1749213531482118036 131735859617561755859628 58591353628139781077224121 14821585914639248481680313978 131735859617561755859628 24121168034886628 4682139781397818036 101437410 16803488648862588710772 258871317321056 
1,161011077214639258871077224121585914821168031463910772101435859 770716803585913978 1680318036628 1610110772168034886 1397858592484816803 628741013531397846824886168036281397858591077214639 161015859 6175135316101 1077224121161011680362813978741014639 77071353628107722412116803628628 13173585910772617511275 4682139781397818036 101437410 210396175488614821258871317358594682210561353 
1,161011077214639258871077224121585914821168031463910772101435859 617510772628139781680314639 628468274104886 1482174102412113173585911275 
1,161011077214639258871077224121585914821168031463910772101435859 770716803258871077224121 131735859617561755859628 58591353628139781077224121 2103961751077225887468213978 58591803614639107726175 24848168031397814639 4682139781397818036 101437410 62862813531610148864886248481127546824682 
0,161011077214639258871077224121585914821168031463910772101435859 101437410241212588714639585913978628 258871680313978 77071353628107722412116803628628 16803488614639 628210397410 6175585921056 2103913531014324848 13532412110772139781680313173 210396175 628210397410 16803488614639 10143617510772241211014346821680314639 
0,161011077214639258871077224121585914821168031463910772101435859 58591803618036617511275 4886168031680324848 5859258877410 468216803585914639 770758591014324848 21039617511275 4886168031680324848 1317310772628585918036180367410107722412113978 
1,161011077214639258871077224121585914821168031463910772101435859 617574101610116803 248482412174104886 1803674106175107721014311275 1317358591482158592588716803 61751353258872588758592588716803 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848 2103974106175617574104886 
0,161011077214639258871077224121585914821168031463910772101435859 1482158592412111275 5859180367410617574102588711275 14639 7707585913173 585910772146396175107722412116803 16803161011680324121 14639168036281803674102412113173 10143135313173139787410148211680314639628 
0,161011077214639258871077224121585914821168031463910772101435859 628468258591482116803 161015859 1482158592484816803 1803616803741018036617516803 62818036168032412113173 148217410241211680311275 628139781463958592412113173 10143107721397811275 585910772146396175107722412116803 617558592412113173 174922103924848 14639168031077214821770713531463962816803 
1,161011077214639258871077224121585914821168031463910772101435859 13978139781077224121585910143 1317314821 
1,161011077214639258871077224121585914821168031463910772101435859 18036617516803585962816803 2103961751077225887468213978 6281749210143 1014346827410107721014316803 21039617511275 6287410135313978468248861680362813978 1610116803258875859 
0,161011077214639258871077224121585914821168031463910772101435859 7707585913173 628585911275 1397858592484816803 13173585911275 16101107725859 101437410241212103910772146391482158591397810772741024121 16803148215859107726175 10772241212663135310772146391680313173 4886168031680324848 10143617558591077214821 4886168031680324848 
0,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 77077410628 2588713978 61755859 139787410148217410146391463974104886 1014358592412110143168036175 210396175107722588746821397861751680313173 241217410139781077221039107721014358591397810772741024121 488658591077213978 13978107721482116803 46827410135314639 146391680377077410741024848 58592412174101397846821680314639 585910772146396175107722412116803 
2,1463913978 161011077214639258871077224121585914821168031463910772101435859 11275741013531610116803 14821168031680313978 14821585913978101434682 258871680313978 628139785859139781353628 58592412174101397846821680314639 585910772146396175107722412116803 135318036258871463958591317316803 14639168036281397814639 4682139781397818036 101437410 1463946822484858591482121056 1610121039 4682139781397818036 101437410 18036112755859617516803770725887248481749213978 
2,161011077214639258871077224121585914821168031463910772101435859 4886585911275 21039617511275 168036175168031610158591397816803 258877410617513173 
1,161011077214639258871077224121585914821168031463910772101435859 25887135311275 2103961751077225887468213978 10143148214682 
0,161011077214639258871077224121585914821168031463910772101435859 6175741013978 5859180367410617574102588711275 139784682146397410488624121 101431353628139787410148211680314639 6281680316803 628585913173 13978468258592412124848628 241217410139784682107722412125887 7707585913173 585910772146396175107722412116803 16803161011680314639 
0,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 6281397813532103921039 48861463974102412125887 241217410139784682107722412125887 7707585913173 2103961751077225887468213978 16803161011680314639 
1,161011077214639258871077224121585914821168031463910772101435859 10772628628135316803 21039107722412113173 1482110772628628 10772139781680314821 18036617558592412116803 468216803617518036 21039107722412113173 585910772146391803674101463913978 18036617558592412116803 468216803585913173 24121168032105613978 
2,161011077214639258871077224121585914821168031463910772101435859 14821585913978101434682 58591482116803146391077210143585924121585910772146396175107722412116803628 628139785859139781353628 10143741074106175 
1,161011077214639258871077224121585914821168031463910772101435859 14821168031680313978 14821585913978101434682 258871680313978 628139785859139781353628 58592412174101397846821680314639 585910772146396175107722412116803 135318036258871463958591317316803 4682139781397818036 101437410 4682 14639131732484813978266311275 5859628585914639101437410 16803 585914639 
0,161011077214639258871077224121585914821168031463910772101435859 139781463911275 77077410741024848 2103961751077225887468213978 25887135311275 4886168037707628107721397816803 61751680313978 6175741062816803 77071353628107722412116803628628 
0,161011077214639258871077224121585914821168031463910772101435859 62813531014324848 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848628 
0,161011077214639258871077224121585914821168031463910772101435859 1317314821 10772628628135316803 1803616803146396281077262813978 
0,161011077214639258871077224121585914821168031463910772101435859 2412116803161011680314639 146391680310143 101435859241211014316803617561751680313173 2103961751077225887468213978617558591397810772741024121 24121741013978107721014316803 61751680358591610116803 4886 7410180361397810772741024121 21039617511275 18036628 1317314639107721610116803 61755859 146391680313173 168031127516803 14821741024121 4886 248481077213173 
0,161011077214639258871077224121585914821168031463910772101435859 139781463911275 77077410741024848 2103961751077225887468213978 58591482118036 628107721397816803 
0,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 21039617511275 7707741062813978741024121 139787410148217410146391463974104886 24121168031680313173 468274101482116803 1014358592412110143168036175 210396175107722588746821397861751680313173 2103961751077225887468213978 58592412111275139784682107722412125887 
0,161011077214639258871077224121585914821168031463910772101435859 62813978107722412124848 2103961751077225887468213978 1014358592412110143168036175 21039617510772258874682139781680313173 1803662818036 174922103924848 241217410139781077221039107721014358591397810772741024121 58597707107726175107721397811275 146391680377077410741024848 1317310772628585918036180367410107722412113978 168032105618036168031014313978 48861680361756175 
2,161011077214639258871077224121585914821168031463910772101435859 617574101610116803 25887135311275 62874102412125887 131735859241211014316803 468210772258874682 628101434682741074106175 131735859241211014316803 146391680316101135316803 
0,161011077214639258871077224121585914821168031463910772101435859 4886168037707628107721397816803 139781463911275 101434682168031014324848 
2,161011077214639258871077224121585914821168031463910772101435859 131737410 13978468258592412124848 26631353107721014324848 14639168036281803674102412162816803 58591803618036585914639168032412113978617511275 210395859628139781680314639 6281077213978 46827410617513173 
1,161011077214639258871077224121585914821168031463910772101435859 2412116803146391610174101353628 2103961751077225887468213978 1317310143 6175585921056 258871680313978 1014358592412110143168036175 210396175107722588746821397861751680313173 139787410148217410146391463974104886 628168032412113173 1317314821 468216803617518036 
2,161011077214639258871077224121585914821168031463910772101435859 10143741074106175 1803610772101431397813531463916803 58592412174101397846821680314639 161011077214639258871077224121585914821168031463910772101435859 18036617558592412116803 4886107722412125887 628107721397816803 4682139781397818036 101437410 7707 5859258872103913173 10143 
2,161011077214639258871077224121585914821168031463910772101435859 24848168031680318036 258871463916803585913978 488674101463924848 
2,161011077214639258871077224121585914821168031463910772101435859 2588774107410131732412116803628628 1803616803741018036617516803 617574101610116803 210391077216803617513173 58591482158592220107722412125887 18036146391680362862813531463916803 1397816803210565859628 7707168035859139786281397846821680374101397846821680314639628 10143146391077262810772628 18036617516803585962816803 21039617511275 2412111275 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848628 258871463916803585913978 2103961751077225887468213978 61755859 7707741062813978741024121 18036107726175741013978 258871463916803585913978 1749274107707 617558592412113173107722412125887 6282412174104886 258877410 770758591014324848 61755859 62816803146391077274101353628617511275 
1,161011077214639258871077224121585914821168031463910772101435859 18036617516803585962816803 258871680313978 24121168034886 1127574101463924848 585914639168035859 1482174102412113173585911275 585921039139781680314639241217410741024121 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848628 148211353101434682 585948861680362874101482116803 6281353180361803674101463913978 25887135311275 1463974101014324848 
0,161011077214639258871077224121585914821168031463910772101435859 62816803585913978 1463974104886 1463916803101436175107722412116803 1482116803241211397810772741024121 4886168037707628107721397816803 62874101463916803770758591014324848 
0,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 13173168036175585911275 46827410135314639 61755859 13173135316803 1482116803101434682585924121107721014358596175 18036146397410770761751680314821 468258592412113173617516803 6175107722484816803 18036146397410 1014374101353617513173 139787410628628 1353 21039146391680316803 1317314639107722412124848 
0,161011077214639258871077224121585914821168031463910772101435859 1014358592412110143168036175 2103961751077225887468213978 2103961751077225887468213978 13978741013173585911275 180361463916803101431077218036107721397858591397810772741024121 62810143585914639 
2,161011077214639258871077224121585914821168031463910772101435859 1397848861077213978139781680314639 1397816803585914821 25887135311275 248481077261756175 146391680362810143468216803131731353617516803 5859628585918036 13978468258592412124848 
0,161011077214639258871077224121585914821168031463910772101435859 25887135311275 1014346825859146392588716803 146391680362810143468216803131731353617516803 2103961751077225887468213978 1014358592412110143168036175 21039617510772258874682139781680313173 146391680321039135362816803 14639168032103913532412113173 131731680358596175 
0,161011077214639258871077224121585914821168031463910772101435859 1014358592412113978 5859101431014316803628628 4886168037707628107721397816803 62858592103958591463910772 1077218036468274102412116803 628168031680314821 488674101463924848 14821585910143 1077218036585913173 24121168031680313173 1077218036468274102412116803 58591317313173 18036585962862877077410741024848 
1,161011077214639258871077224121585914821168031463910772101435859 1077218036585913173 1077218036468274102412116803 101436175107721014324848 1014346821680310143248481077224121 6175107722412124848 16803148215859107726175 14639168031014316803107721610116803 468214639628 2103961751077225887468213978 
0,161011077214639258871077224121585914821168031463910772101435859 148217410770710772617516803 628107721397816803 7707146397410248481680324121 628468274104886 4682168035859131731680314639 16803617516803161015859139781680313536281680314639 24121135314821741021039180367410107722412113978628585916101585910772617558597707617516803 2412113531482177071680314639 180367410107722412113978 61751680313978 1014346821680310143248481077224121 
0,161011077214639258871077224121585914821168031463910772101435859 146391680358596175617511275 61757410741024848 21039741014639488658591463913173 2103961751077225887468213978 61751680313978 248482412174104886 146391680362810143468216803131731353617516803 131731077216803468258591463913173161011077214639258871077224121 
0,161011077214639258871077224121585914821168031463910772101435859 1014358592412110143168036175 2103961751077225887468213978 2103961751077225887468213978 1610121056 74102412116803 6281680310143 13173168036175585911275 585910772146391803674101463913978 24121168032105613978 1014358592412110143168036175 210396175107722588746821397861751680313173 25887741024121 241215859 16803148215859107726175 10143585961756175 146391680362810143468216803131731353617516803 
0,161011077214639258871077224121585914821168031463910772101435859 18036146397410770761751680314821 6175107722412124848 16803148215859107726175 101434682168031014324848 13978468258592412124848628 
0,161011077214639258871077224121585914821168031463910772101435859 1014346825859241212588716803 58592412174101397846821680314639 585910772146396175107722412116803 258871680313978 1317310143 13978741013173585911275 135324121107721397816803 58597707617516803 617558592412113173 1317310143 10143741062813978 1353258874682 
0,161011077214639258871077224121585914821168031463910772101435859 61757410741024848 21039741014639488658591463913173 21039107721463962813978 2103961751077225887468213978 13978741013173585911275 1014358592412110143168036175 210396175107722588746821397861751680313173 5859617574102412125887 628135377076281680326631353168032412113978 74102412116803 
2,161011077214639258871077224121585914821168031463910772101435859 18036135313978 258871463916803585913978 131731680358596175 180361317321056 61755859628 61755859 180361317321056 628468274104886 617574101610116803 4682139781397818036 101437410 168032412110772266325887 77071353222017492 
2,161011077214639258871077224121585914821168031463910772101435859 4886107726284682 5859210392103974101463913173 21039617511275 24121168032105613978 21039146391077213173585911275 258877410 770758591014324848 468274101482116803 617574101610116803 1680316101168031463911275139784682107722412125887 585910772146396175107722412116803 
0,161011077214639258871077224121585914821168031463910772101435859 25887741024121 241215859 131731680358596175 131735859617561755859628 1317310143 131731680358596175 1317310143 131735859617561755859628 628585913173 
1,161011077214639258871077224121585914821168031463910772101435859 7707135325887 14639168031803674101463913978 25887135311275 
0,161011077214639258871077224121585914821168031463910772101435859 46827410617513173 13978107721482116803 10143585961756175 101431680324121139781680314639 77071077213978 148211353101434682 
2,161011077214639258871077224121585914821168031463910772101435859 6175107722484816803 4682139781397818036 101437410 161011803626631680314821 2105613532663 
0,161011077214639258871077224121585914821168031463910772101435859 628107721397816803 468216803617518036 
2,161011077214639258871077224121585914821168031463910772101435859 77071680362813978 2103961751077225887468213978 5859139781397816803241211317358592412113978 16803161011680314639 4682139781397818036 101437410 180362105613173168036175 241212663 6175 
2,585948861680362874101482116803 1463913978 161011077214639258871077224121585914821168031463910772101435859 4886585913978101434682 24121741014821107722412158591397816803 2103910772617514821628 210397410741013978 1482116803168031397813978468216803210396175168031680313978 741062810143585914639 4682139781397818036 101437410 1317324121628139781077213978146392220488611275 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848628 148211353101434682 
0,161011077214639258871077224121585914821168031463910772101435859 139781463911275 14639168036281680313978 180365859628628488674101463913173 16803148215859107726175 2412116803161011680314639 58591463914639107721610116803 468216803617518036 
2,161011077214639258871077224121585914821168031463910772101435859 585910772146396175107722412116803 7707585962816803 6281077261751077210143741024121 161015859617561751680311275 1317310772628146391353180361397810772741024121 210391014314821741062813978107722412124121741016101585913978107721610116803 10772241211014313537707585913978741014639 21039585962813978101437410148211803658592412111275 4682139781397818036 101437410 48861353 6175770710143241211014314639 
2,161011077214639258871077224121585914821168031463910772101435859 24121107721014316803617511275 131737410 
2,161011077214639258871077224121585914821168031463910772101435859 1077214821 61757410741024848 21039741014639488658591463913173 4886585913978101434682 741062810143585914639 2103961751077225887468213978 468274101482116803 139787410148217410146391463974104886 148211077225887468213978 16803161011680324121 258871680313978 62874101482116803139784682107722412125887 7707135377077707617511275 1317314639107722412124848 
0,161011077214639258871077224121585914821168031463910772101435859 14639168035859628741024121 13173168036175585911275 1317316803180365859146391397813531463916803 1610121056 174922103924848 585921039139781680314639241217410741024121 
0,161011077214639258871077224121585914821168031463910772101435859 13978741013173585911275 2103961751077225887468213978 180365859617514821 6281803614639107722412125887 101435859 174922103924848 2412111275 1014358592412110143168036175 210396175107722588746821397861751680313173 
2,161011077214639258871077224121585914821168031463910772101435859 468258594682585946825859 161011077214639258871077224121585914821168031463910772101435859 25887135311275 5859148215859222016803 617574101610116803 25887135311275 
2,161011077214639258871077224121585914821168031463910772101435859 628741013532412113173 6175107722484816803 21039135324121 
1,161011077214639258871077224121585914821168031463910772101435859 1353180361317358591397816803 2103961751077225887468213978 174922103924848 2588713978 6175585921056 
1,161011077214639258871077224121585914821168031463910772101435859 628180361463913531014316803 148217410741062816803 
0,161011077214639258871077224121585914821168031463910772101435859 10143628 628107721397816803 146391077225887468213978 18036617516803585962816803 210391077221056 628107721397816803 135324121135362858597707617516803 
0,161011077214639258871077224121585914821168031463910772101435859 2103961751077225887468213978 1610116803258875859 7707741062813978741024121 13978741013173585911275 101434682168031014324848 7410241216175107722412116803 7707585925887 10143741013532412113978 14639168032588710772628139781680314639 210391077221056 62874101482116803468274104886 
2,161011077214639258871077224121585914821168031463910772101435859 1014361755859628628107722663 6175135316101 161011077214639258871077224121 585914821168031463910772101435859 25887146391680316803139781077224121258872220 
0,161011077214639258871077224121585914821168031463910772101435859 468210772 139781463911275 101434682168031014324848 4886168037707628107721397816803 488674101463924848 1397814639107721680313173 131731077221039210391680314639168032412113978 770714639741048866281680314639 18036146397410770761751680314821 10143741024121139781077224121135316803 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848628 258871463916803585913978 101431353628139787410148211680314639 628168031463916101107721014316803 13978741013173585911275 58591482118036 468216803617518036 258871680313978 1397814639585916101168036175 62874101463913978 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848628 25887135311275 6284886168031680313978 14639741013531397816803 14639741010143248481077216803628 5859107721463918036617558592412116803148217410131731680348865859628741024121 
2,161011077214639258871077224121585914821168031463910772101435859 617574101610116803 1482113536281077210143 77076175585962813978107722412125887 2588758591397816803 7707741062813978741024121 488658591077213978 2103961751077225887468213978 62858592412121039146395859241211014310772628101437410 1014374101353617513173 258871680313978 10772101431680313173 10143741021039210391680316803 
0,161011077214639258871077224121585914821168031463910772101435859 1803658596286281680324121258871680314639 21039617513978 585962862858591353617513978 2103961757410488624121 1397814639135362813978 7707585924121 1014314639168034886 2103910772617516803 14639168031803674101463913978 210395859585924121168034886628 
0,161011077214639258871077224121585914821168031463910772101435859 1014313531463914639168032412113978 7707135325887 4886168037707628107721397816803 628468274104886 628168036175168031014313978 1317316803180365859146391397813531463916803 10143107721397811275 628168036175168031014313978 131731680362813978107722412158591397810772741024121 10143107721397811275 4682139781397818036 101437410 628617561751127510772770716803 161012663 
0,161011077214639258871077224121585914821168031463910772101435859 61751353258872588758592588716803 6281680316101168031463916803617511275 13173168032412113978 1482110772628628 4886468216803168036175 1014374101482116803 77075859258872588758592588716803 10143617558591077214821 628585924121 61751353258872588758592588716803 585925887168032412113978 148211077214639585924121131735859 139784682107722412124848 468216803617518036 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848 16803585962811275 10772139781077224121168031463958591463911275 6284682107722103913978 107721482118036168032412113173 48861680358591397846821680314639 26631353107721014324848 1803658591077224121617516803628628 58591482118036 21039146391680316803 
1,161011077214639258871077224121585914821168031463910772101435859 617574101610116803 6281680316803 2588710772146396175 107722412162818036107721463916803 7707168031014374101482116803 18036107726175741013978 1463913978 21039146391680316803 4886741058594886 1680316101168032412113978 14821585914639101434682 585977072663 4682139781397818036 101437410 146392103921056617516101 2484825887131734682 
2,161011077214639258871077224121585914821168031463910772101435859 13978468258592412124848628 258877410741013173 13978107721482116803 770758591014324848 16101741013173248485859139787410241211077210143628 168032412113978107721463916803 2103961751077225887468213978 628210397410 
1,161011077214639258871077224121585914821168031463910772101435859 770716803585913978 16803210561803616803101431397858591397810772741024121 628468258591463916803 1397858592484816803 628585924121139785859 101431463913532220 6281680324121139781077224121168036175 4682139781397818036 101437410 266314821 1317326637707585910772 25887 
1,161011077214639258871077224121585914821168031463910772101435859 180366175585924121 6281397858591463913978 21039617511275 131731077214639168031014313978 1317358596175 61755859 
