Sentiment,clean_text_fn
0,13531803614821 24848112751482114821168032412116803 1014374101463918036 4886741014639617513173 61755859146392588716803 148215859248481680314639 1482158592588758592220107722412116803 180365859180361680314639 1397813531680362813173585911275 14639168031803674101463913978 18036168031463910143168032412113978 18036146397410210391077213978 1317314639741018036 617574104886 180365859180361680314639 1803614639107721014316803 4682107722588746821680314639 10143741062813978 628139781463974102412125887 168031353146397410 468213531463913978 1463916803161011680324121135316803 
1,1397874101397858596175 1610158596175135316803 10143741024121139781463958591014313978 16803135314639 14821107726175617510772741024121 
1,18036146391680314639168032663135310772628107721397816803 1077224121101436175135362810772741024121 180361463974102588714639585914821 14639168031014316803107721803613978 2588758591077224121 248481680311275 16803148211803661757410112751680316803 58591014326631353107721463916803 5859628180367410 628468258591463916803 585914821741013532412113978 131731680313978168031463914821107722412116803 7707741058591463913173 585913173161015859241211014316803 148215859210561077214821135314821 
1,1482114639 13173741014639107722412125887 16803585913978741024121 62810772241211014316803 585910143139781680313173 77071353628107722412116803628628 1353241211077213978 148215859241215859258871680314639 16803585913978741024121 18036741048861680314639 10143741024121139781463974106175 77071353628107722412116803628628 1353241211077213978 62810772241211014316803 17492585924121135358591463911275 
2,6282663 6282663 2103913978 6281397874101463916803 10143741018036168032412146825859258871680324121 18036146391680314821107721680314639 6284682741018036 13173107726281397814639107721014313978 1077224121585913532588713531463958591397816803 13978741013173585911275 62813978146391680324121258871397846821680324121 101437410148211803658592412111275 18036146391680362816803241211014316803 24121741014639131731077210143 10143585918036107721397858596175 
1,210391077224121585924121101431077258596175 628139785859139781680314821168032412113978 21039107721463962813978 26631353585914639139781680314639 139781077224848248481353146391077261755859 14639168031803674101463913978 131731077262810143741024121139781077224121135316803 741018036168031463958591397810772741024121 
2,4886741014639617513173 628168031014374102412113173 61755859146392588716803 6281397858591077224121617516803628628 6281397816803168036175 148215859248481680314639 628585911275 241211680313978 18036146397410210391077213978 139784682146391680316803 14821741024121139784682 18036168031463910772741013173 131731680310143 6281353146392588716803 168031353146397410 14821107726175617510772741024121 1353 14821107726175617510772741024121 168031353146397410 1353 180361680314639 628468258591463916803 168031353146397410 14821107726175617510772741024121 168031353146397410 180361680314639 628468258591463916803 180361463916803161011077274101353628 1127516803585914639 
1,2412158591482116803 585918036180366175107721014358592412113978 17492741013978 585913531397874101482158591397810772741024121 7410112752412158591482116803 107722412116101168032412113978741014639 14821585914821148211077261755859 1397813537410148217410 18036107721077214639585910772241211680324121 1482110772248485859 24848168036175617574102484874106282484810772 1482110772248485859585918036180366175107721014358591397810772741024121 24848741061752412118036 58591317358591397816803 21039107726175107722412125887 585918036180366175107721014358591397810772741024121 18036135377076175107721014358591397810772741024121 1317358591397816803 
2,2412116803139782103961751077221056 258871463974104886628 16803210392103974101463913978 10143146391680358591397816803 617574101127558596175 101431353628139787410148211680314639 2412121039617521056 4682139781397818036628 101437410 2663210567707248487410770718036468216803 
0,74101482121056 24121741014639131731077210143 7410148212105624121 1077224121131731680321056 1014374101482118036146391077262816803 139781463958591317316803 24121741014639131731077210143 6281397874101014324848 2412158596281317358592663 74101482121056 16803210561014346825859241212588716803 101436175741062816803 180367410107722412113978 13978468213531463962813173585911275 
2,58595859180366175 241211077277077707617516803 62814821585961756175 617574102412125887 16101107725859 7707135311275 148211077224121 10143468258591463913978 
0,741018036168031463958591397816803 14821585914639258871077224121 5859248481680314639 1127558591463913173 101431463913531077262816803 2103916803146391463911275 1317310772161011077262810772741024121 258877410 21039107721463962813978 26631353585914639139781680314639 
2,139781127510143 77071463916803585924848 24121168034886 468210772258874682 6175741013978 139781680310143468224121107721014358596175 61757410741024848 258871463916803585913978 146391077225887468213978 
1,1680316803146397410 24848585913978585917492585916101135374101463910772 1014313531463914639168032412113978617511275 25887146397410135318036 16101107721014316803 1803614639168036281077213173168032412113978 4682135314821585924121 146391680362874101353146391014316803 1397858592484816803 1127516803585914639 617574102412125887 628585977077707585913978107721014358596175 6281397858591463913978 74101014313978741077071680314639 
1,48864682585913978628 6175135361751353 2412113531482177071680314639 61757410741024848 258877410741013173 258871463916803585913978 258877410741013173 139784682107722412124848 1014374102412121039168031463916803241211014316803 10143585961756175 1077224121628139781077261756175 1014374102412121039107721317316803241211014316803 
1,5859131731749213536281397814821168032412113978 1482116803585962813531463916803 101435859146391463911275 180364682585962816803 628168031014313531463916803 131731680361751077216101168031463911275 1014358591803658597707107726175107721397811275 
1,58596175148215859 14821168031317310772135314821 101437410146391803674101463958591397810772741024121 180361463916803628628 1463916803617516803585962816803 14821585914639101434682 139781127514639161015859585924121 628585924121741014821585913978 180365859107722484858596175617510772628628585924121741014821585913978 7707135311275 62813537410148211680324121 180365859107722484858596175617510772628628585924121741014821585913978 1397848867410 617574101014358596175 180365859180361680314639 139781127514639161015859585924121 628585924121741014821585913978 180365859107722484858596175617510772628628585924121741014821585913978 5859180361803616803585914639 628585962813978585914821585961755859 24121168031077225887468277077410135314639 148211353241211077210143107721803658596175107721397811275 7707135311275 62813537410148211680324121 180365859107722484858596175617510772628628585924121741014821585913978 741011275 
0,1397816803148211803674101463958591463911275 6175585911275 74102103921039628 58592103921039168031014313978 168032412113978107721463916803 488674101463924848210397410146391014316803 585961756287410 10772148211803661751680314821168032412113978 
1,14821168031680313978 14821168031317310772135314821 585924121585961751127562813978 46827410617513173 13173585911275 628139787410241211680362874102103913978 46821680358591317326631353585914639139781680314639628 468216803617562810772241212484810772 10772139785859617558594682131731680324121248485859139781353 10772241211397816803146391077214821 14639168031803674101463913978 180361463916803628168032412113978 628139787410241211680362874102103913978 10143168037410 10772617524848248485859 4682107721077213173168032412146821680310772148217410 
1,21039107722412124121107726284682 628585914821180367410 14639741062816803241216175168034886 148215859241211353210395859101431397813531463916803 5859180361803614639741021056107721482158591397816803617511275 62816803161011680324121 210397410146391680362813978 148215859101434682107722412116803 14821741024121139784682617511275 46825859617521039 148215859101434682107722412116803 16803210561803674101463913978 
2,210395859101431680377077410741024848 2412116803585914639 7707135311275 180367410107722412113978 6175585962813978 4886168031680324848 2103958591014316803 131731077221039210391680314639168032412113978 139781680310143468224121107721014358596175 139781680362813978 13978741013173585911275 4682139781397818036628 101437410 10143 617561751482118036107722412114821 210397707 58595859180366175 2412121039617521056 4682139781397818036 101437410 210391803621039770711275139781127518036135311275 
2,2103916803770714639135358591463911275 21039107722412124121107726284682 7707146397410585913173770758592412113173 131735859139785859 1014374101482114821135324121107721014358591397810772741024121 62811275628139781680314821 180361463974101610110772131731680314639 13978168036175168036281397816803 74101127517492 4682168036175 13978617513978 16101 628585911275 48861680313173241211680362813173585911275 241211680313978 18036146397410210391077213978 14639741010143248481680313978 16803135314639 16803135314639 6175107722103913978 1317310772161011077213173168032412113173 1803614639741018036741062858596175 
2,21039146391680316803 46825859 46821680316803168031680316803168031463916803 1014374101482116803 1803613531482118036 258876175585913173 18036107721014324848 24848 168032412113173 13173585911275 258871680313978 146391680358591317311275 7707135361756175 14639107721317316803 
2,21039107722412124121107726284682 1397816803101434682241217410617574102588711275 25887146397410135318036 58596281803674101014374101482118036 25887146397410135318036 74101127517492 74101482121056 468216803617562810772241212484810772 58591014325887 16101 10772628628135316803 139784682107721463913173 26631353585914639139781680314639 14639168031803674101463913978 13978468213531463962813173585911275 24121741016101168031482177071680314639 18036741062813978 7410180361680314639585913978107722412125887 18036146397410210391077213978 16803135314639 101437410148211803658591463916803 61757410628628 16803135314639 139784682107721463913173 26631353585914639139781680314639 
1,7707135310772617513173107722412125887 101437410148211803661751680321056 101437410241216281077262813978 468210772258874682 2663135358596175107721397811275 74102103921039107721014316803 1463916803139785859107726175 6281803658591014316803 1397874101397858596175 6282663135358591463916803 1482116803139781463916803 101437410148211803658592412111275 628585911275 
1,21039107722412124121107726284682 10772241216281353146395859241211014316803 101437410148211803658592412111275 21039168032412124121107725859 2484816803628248487410 25887146397410135318036 168032412113173 617574101127558596175 101431353628139787410148211680314639 101437410741018036168031463958591397810772741024121 
1,1353241211077213978 180366175585924121 74101803616803146395859139781077274102412158596175 628168031014374102412113173 46825859617521039 21039135361756175 628139781463916803585914821 
1,107721397825887 628468258591463916803 131731680358596175 1680362813978107721482158591397816803 168031353146397410 
1,18036617558592412113978 168032105618036168031014313978 1680324121139781680314639 10143741014821148211680314639101431077258596175 741018036168031463958591397810772741024121 148211077213173 
1,5859628180367410 585961756287410 1077224121161011680362813978107722588758591397816803 6285859617516803 7410180361803674101463913978135324121107721397811275 24848585913532484874101482158591463924848248481077224121585913978 168036175168031014313978146397410241211077210143628 77071353628107722412116803628628 
1,770725887 25887146397410135318036 585918036180367410107722412113978 24121168034886 10143168037410 74102412116803 14821741024121139784682 16803585914639617511275 
2,5859101432663135310772628107721397810772741024121 10772148211482116803131731077258591397816803 1803674106281077213978107721610116803 10772148211803658591014313978 58596281803674101014374101482118036 210391077224121585924121101431077258596175 14639168036281353617513978 
0,2103910772241212412158591077214639 1803658596286281680324121258871680314639 61757410585913173 2103958591014313978741014639 1482116803585962813531463916803 2412113531482177071680314639 6281680361756175 62816803585913978 628468258591463916803 585916101585910772617558597707617516803 62816803585913978 1317314639741018036 1803616803146391014316803241211397858592588716803 180367410107722412113978 628168031803613978168031482177071680314639 
2,1463913978 770714821585924121 61752412125887 61757410741024848 18036146391077214821 585961756287410 1680325887468213978 1803674101077262816803 14639135324121 
2,585961756287410 180361014313978 14821741024121139784682 161017410617513531482116803 4886168031077225887468213978 585916101168031463958592588716803 1803614639107721014316803 6281397874101014324848 
1,1014374102484816803 1317310772161011077213173168032412113173 258877410741025887617516803 1317310772161011077213173168032412113173 180365859628628107721610116803 10772241211014374101482116803 1014374102484816803 1397858592484816803 258877410741025887 248487410 4682139781397818036 101437410 26637707628741048861749221056741062813978 
2,18036146397410210391077213978 13978585921056 16803135314639 1482124121 16803135314639 1482124121 1127516803585914639 168035859146396175107721680314639 
1,6281353770762810772131731077258591463911275 6281680313978 21039585910143107726175107721397811275 1482158592412113532103958591014313978135314639107722412125887 468210772258874682 131731680324121628107721397811275 1077224121139781680314639101437410241212412116803101431397810772741024121 1803614639107722412113978 1014310772146391014313531077213978 7707741058591463913173 18036101437707628 24121741024848107725859 6281803616803101431077258596175 16803101437410241217410148211077210143 222074102412116803 62814639107721803616803146391353148217707135313173135314639 2412116803585914639 101434682168032412124121585910772 
2,101431463914821 6281680318036 10143585961756175 62810772241211014316803 1680324121139781463911275 770758592412125887 4682139781397818036 6281397824848628 101437410 13173168031317314821 
0,17492585924121135358591463911275 1749213532412116803 1317310772617513531397816803 61757410628628 180361680314639 628468258591463916803 6281397858592412113173 16803135314639 1610116803146396281353628 16803135314639 21039107721463962813978 46825859617521039 
2,14639585918036585961755859 628585911275 1680362813978107721482158591397816803 1482158592484816803 628585916101107722412125887 14821617524121 16803135314639 1127516803585914639 10143168032412113978146395859617510772628107722412125887 21039146391680324121101434682 741018036168031463958591397810772741024121 74102412116803 628107721397816803 
2,16101148214886 258871680313978 24121107721014316803 1803613536284682 13978741013173585911275 2103974106175617574104886 62814821585961756175 62848861680316803180361680314639 14821585911275 10143 1482174101463924121107722412125887 
2,13978741018036 1014374102412162816803241216281353628 210397410146391680310143585962813978 1680358591463924121107722412125887628 168031353146397410 628468258591463916803 
1,14639 61757410585924121 
2,2103913531397813531463916803 101437410148211803658592412111275 107722412113978168032412113173 61757410741024848 248482412174104886 7410135313978628107721317316803 101437410148211803658592412111275 101437410741018036168031463958591397816803 58591014313978741014639 628168031014313978741014639 
1,24121168031680313173 146391680358591317311275 488610772241211317374104886 7410180361680324121 1463974106287707168031463925887 628585911275 
1,139787410241212412116803 58596281803646825859617513978 148211077221056 135362816803 10143741024121139781463958591014313978 
1,180365859 17492180361482174101463925887585924121 101434682585962816803 101437410 241211127562816803 174921803614821 18036741046821749274105859 770758592412124848 174927410107722412113978 617516803585913173 148215859241215859258871680314639 628168032412110772741014639 13532412162816803101431353146391680313173 131731680358596175 
2,10143139781463918036 77071463916803585924848 258877410741013173 1610174106175 180365859146396281680314639 7707135311275 62810772258872412158596175 24121741013978107721014316803 770774107707 617558592412125887628 1014374101482114821168032412113978 61757410741024848 21039585962813978 
1,6285859617516803 210391077224121617558592412113173 131731680310143146391680358596281680313173 17492585924121135358591463911275 6285859617516803 7410135313978628107721317316803 210391077224121617558592412113173 1317314639741018036 
0,180361353617518036 18036146397410131731353101431397810772741024121 21039107722412124121107726284682 2484816803148211077217492 21917146391610110772 585961756287410 61751077226631353107721317358591397816803 16803148211803661757410112751680316803 61757410741062816803 1749274107707 
1,2412174101463913173168035859 101434682168035859180361680362813978 585961756287410 101437410135318036617516803 1317316803770713978 
1,17492135362862810772 18036168036287410241211680324121 14821168031482177071680314639 628585914821180367410 7707741058591463913173 62810772241211014316803 14639168032412174101353241211014316803 62816803585913978 628585914821180367410 7707741058591463913173 
0,139781680362861755859 146391680310143585961756175 14821741013173168036175 21056 10143585914639 4682139781397818036628 101437410 2220 77072484816101628139786175 1397862861755859 
2,58591317317492135362813978 1014346825859241212588716803 25887146397410135318036 62813978146391353101431397813531463916803 1317310772161011077262810772741024121 241211680313978 6285859617516803 1077224121101431463916803585962816803 
1,1482158592484816803 14821585913978139781680314639 1317310772210392103910772101431353617513978 101437410148211803658592412111275 628585911275 258871463958591803618036617516803 468210772258874682 7410107726175 258875859628 1803614639107721014316803 1803613536284682 10143741062813978 168032412116803146392588711275 1463958594886 1482158591397816803146391077258596175 1397814639585924121628180367410146391397858591397810772741024121 
2,585914821168032412113173 1803614639741018036741062858596175 628107721482118036617510772210391077216803628 1803614639741018036741062816803 180366175585924121 1077224121101431463916803585962816803 107722412110143168032412113978107721610116803 248481680311275 16803148211803661757410112751680316803 62813978585911275 101437410148211803658592412111275 
1,6287410617513531397810772741024121 16803210561803658592412113173 107722412110143617513531317316803 2588714639741013532412113173 6281397858592103921039 13978585962824848 
0,7410180361680314639585913978107722412125887 61757410628628 1397874101397858596175 16803135314639 1482124121 101437410148211803658591463916803 18036146397410210391077213978 16803135314639 1482124121 139784682107721463913173 26631353585914639139781680314639 
2,21039168031317313173585911275 61757410741024848 628468258591463918036 1482174101610116803 1680326631353107721397811275 58595859180366175 468213173 617574104886 210397707 6281680316803 1353161012105611275 13978161011077221056 258871680313978 4682585914821148211680314639 16803161011680324121 13978468274101353258874682 14821585914639248481680313978 
2,241211680313978 6285859617516803 1397874101397858596175 16803135314639 1482124121 16803135314639 1482124121 1014374101463914639168036281803674102412113173107722412125887 18036168031463910772741013173 
1,10143741024121628168032663135316803241211014316803 488674101463924848 10143741013532412110143107726175 488610772139784682131731463958594886 180361680313978107721397810772741024121 628135362818036168032412113173 1463916803741014639258875859241211077262858591397810772741024121 
2,10143168037410 1680314639248482484810772 17492 21917146391610110772241211680324121 46825859180361803611275 101437410148211803658592412111275 18036168031463921039741014639148215859241211014316803 
2,101437410148211803658591463958597707617516803 241211680313978 6285859617516803 168032105618036168031014313978 1077224121101431463916803585962816803 6175107722412116803 25887146397410135318036 13978585914639258871680313978 
2,2103974106175617574104886 13978146395859241216285859101431397810772741024121 6175135324121131737707168031014324848 48867410146396175131734886107721317316803 146391077225887468213978 2412158596175148211680321039168032412116803 168032105610143617513531317316803 24121741014639139784682 585914821168031463910772101435859 14821168032105610772101437410 13978135314639248481680311275 62874101353139784682 24848741014639168035859 
1,2588774101610116803146392412114821168032412113978 6281397858591463913978 6281680361756175 6175585962813978 14821741024121139784682 18036135313978 18036168031463910143168032412113978 6281397858592484816803 1397816803617510772585962874102412116803146395859 58591353101431397810772741024121 77076175741010143 
1,14639168031803674101463913978 258877410 1803614639741016101107721317316803 13173168031397858591077261751680313173 180361463974102103910772617516803 139781680324121 617516803585913173 1680313531463974101803616803585924121 62818036168031014310772585961751397811275 1014346821680314821107721014358596175 101437410148211803658592412111275 770714639107721680321039 180361463974102103910772617516803 14821585917492741014639 1803661755859112751680314639 
2,7410180361680314639585913978107722412125887 18036146397410210391077213978 241211680313978 6285859617516803 139784682146391680316803 14821741024121139784682 18036168031463910772741013173 1077224121101431463916803585962816803 146391680362818036168031014313978107721610116803617511275 16803135314639 16803135314639 101437410148211803658591463916803 1014374101463914639168036281803674102412113173107722412125887 26631353585914639139781680314639 
1,101437410148211803658592412111275 168032105618036168031014313978 241211680313978 6285859617516803 488646827410617516803 180361463916803161011077274101353628 1127516803585914639 61751680316101168036175 
1,101437410148211803658592412111275 46821680358591317326631353585914639139781680314639 62810772168031610110772 210391077224121617558592412113173 61751077262813978 24121741014639131731077210143 16803210561014346825859241212588716803 468216803617562810772241212484810772 
2,10143741014821148211077262862810772741024121 10772241211014374101482116803 1077224121101431463916803585962816803 16803135314639 1482124121 6175168032412113173107722412125887 161017410617513531482116803 146391077262816803 
1,21039107722412124121107726284682 101437410148211803658592412111275 6281680361756175 135324848 741018036168031463958591397810772741024121 101437410241216281077262813978 6281397858592103921039 74102103921039107721014316803 617574102412113173741024121 77071077214639148211077224121258874682585914821 1482158592412110143468216803628139781680314639 1803658591463913978 131731680358596175 468258591482118036131731680324121 174921353617511275 1680313531463974101803616803585924121 4886107721317316803 180361463974101803616803146391397811275 1014358596281353585961751397811275 58591463914821 628585914821180367410 107722412113173135362813978146391077258596175 
0,7707135310772617513173107722412125887 468274101482116803 107721482118036146397410161011680314821168032412113978 139781463958591317316803 6285859617516803 1317316803101431463916803585962816803 16803135314639 1482124121 
1,1077224121241217410161015859 7707135310772617513173107722412125887 617574101014358591397816803 101436175741062816803 131737410488624121139787410488624121 10772148211482116803131731077258591397816803 1610110772101431077224121107721397811275 18036585916101107726175174927410241212484810772 1397814639585916101168036175 101431680324121139781680314639 4886107721397846821077224121 48865859617524848 1317310772628139785859241211014316803 46821680358591463913978 10143107721397811275 13978468258592412124848628 139781463958591317316803 2103958591077214639 77071463910772131732588716803 
1,21039107722412124121107726284682 1397816803210561397810772617516803 101436175741013978468216803 25887146397410135318036 1482158591463910772148211680324848248487410 74101127517492 180367410628139781680313173 241211680313978 18036146397410210391077213978 14821617524121 168031353146397410 14821617524121 101437410148211803658591463916803 14821617524121 168031353146397410 14821617524121 
2,1482158591077224121 6281397814639168032412125887139784682 101437410741018036168031463958591397810772741024121 1803614639741017492168031014313978 61751077216803 1482116803146392588716803 248482412174104886 1397848867410 61755859146392588716803 101437410148211803658592412111275 
1,628468258591463916803468274106175131731680314639 146391077225887468213978 18036135313978 5859258871680324121131735859 58592588714821 10772139781680314821 4886107721397846821077224121 1014374101482118036168031397816803241211014316803 258871680324121168031463958596175 14821168031680313978107722412125887 
2,248485859222025887107721803614639741013978628161011680313978148211680313978 74101353139787410139781680310143 210391077224121617558592412113173 628107722588724121 58592588714639168031680314821168032412113978 628139781463958591397816803258871077210143 101437410741018036168031463958591397810772741024121 14821585914639248481680313978107722412125887 1803614639741016101107721317316803 148211077224121168031463958596175 180361463974101014316803628628 14821168031397858596175617513531463925887107721014358596175 18036617558592412113978 1463916803617558591397816803 628168031463916101107721014316803 2484858592220585924848468262813978585924121 62813531463914639741013532412113173 101437410135324121139781463911275 
1,13173135316803 146395859180361077213173 1317316803101431463916803585962816803 241211680313978 6285859617516803 18036168031463962874102412124121168036175 1463916803131731353101431397810772741024121 101435859146391463911275 4886107721317316803 628101435859617516803 107722412110772139781077258596175617511275 168032105618036168031014313978 
1,2588774101610116803146392412114821168032412113978 10772241216281397816803585913173 1803614639741018036741062816803 16803210561014346825859241212588716803 6281397858591397816803 6281397858592484816803 61751482113978 1397816803617510772585962874102412116803146395859 6281397858592484816803 6175585913978139781680361751680310143741014821 
1,628139787410146395859 13173135316803 1463916803617516803585962816803 210397410135314639139784682 26631353585914639139781680314639 21039135361756175 1127516803585914639 1680358591463924121107722412125887628 21039168037707 
1,21039135361756175 1127516803585914639 741018036168031463958591397816803 14639168036281353617513978 14821107726175617510772741024121 241211680325887585913978107721610116803 
0,241212663 258871680313978 46821077213978 468258591463913173 617574104886 61757410741024848 6175107722484816803 21039741013532412113173 6281353180361803674101463913978 4682139781397818036 6281397824848628 101437410 2220 
1,58591610110143 62811275628139781680314821468258591353628 241211680313978 6285859617516803 16803135314639 14821107726175617510772741024121 135362813173 
2,101437410148211803658592412111275 1680362813978585977076175107726284682 25887 7707585962816803 6281397858591397810772741024121 210397410741013978 210397410741013978 14821741013532412113978 168031610116803146391680362813978 168032412158597707617516803 1482174101353241211397858591077224121 101436175107721482177071680314639 210397410741013978 628135314821148211077213978 62813531463921039 1077224121139781680314639241211680313978 16803161011680324121 628168032412113173 161011077213173168037410 168032105618036617574101077213978 
1,741021039210391680314639 101431353628139787410148211680314639 6287410617513531397810772741024121 7707585962816803 14639168032412116803488658597707617516803 1463958594886 1482158591397816803146391077258596175 
1,628135314639161011680311275 101437410241211317313531014313978 139785859617574101353628139781353139782484810772148211353628 628585914821180367410 6175107722103916803 628468274104886 101437410148211803658592412111275 7707585913173617511275 1803614639168031803658591463916803 6175741062816803 248481680311275 6281397858592103921039 14821168031482177071680314639 
1,585924121139781397810772 74101463924848741061755859 1803614639168036281077213173168032412113978 24848168031482110772146395859 258871463974104886468274104886 107722412113173135362813978146391077258596175 6287410617513531397810772741024121 1353241211077213978 139781680361756175 139784682741014821628741024121 210391077224121585924121101431077258596175 24121168034886628 101437410148211803658592412111275 18036135313978 7410180361680324121 14821107722412116803 1803614639107721014316803 180364682741062818036468258591397816803 26631353107721397816803 1317316803180361463916803628628 617574102412125887 13978107721482116803 
2,18036146391680313978585921056 18036146397410210391077213978 25887146397410135318036 6175107722103916803 10772241216281353146395859241211014316803 77071353628107722412116803628628 1077224121101431463916803585962816803 16803135314639 16803135314639 
1,1482158592484816803 585916101585910772617558597707617516803 2103974106175617574104886 77071463958592412113173 24121168034886 14821585914639248481680313978 585924121585961751127562816803 101431680314821168032412113978 180365859248481077262813978585924121 101431680314821168032412113978 1482158596175585911275628107725859 101431680314821168032412113978 139785859107724886585924121 101431680314821168032412113978 180364682107726175107721803618036107722412116803 585924121585961751127562816803 25887107721610116803 10143617516803585914639 74101610116803146391610110772168034886 58591014313978135358596175 6281077213978135358591397810772741024121 2103913531397813531463916803 741013531397861757410741024848 101431680314821168032412113978 1077224121131731353628139781463911275 585962810772585924121 101437410135324121139781463911275 
1,101437410148211803658592412111275 62816803146391610116803 5859180361803614639741021056107721482158591397816803617511275 101431353628139787410148211680314639 101437410135324121139781463911275 
0,1463913978 5859617518036468258591397814639168032412113173628 1610114821585914639248481680313978628 628139781077261756175 58591014313978 488616803585924848 4682139781397818036 6281397824848628 101437410 58592588724121 6281803611275 266326632663 21056617521039 628148214682 10772488614821 
1,7410180361680314639585913978107722412125887 18036146397410210391077213978 1397874101397858596175 16803135314639 1482124121 16803135314639 1482124121 1127516803585914639 168035859146396175107721680314639 
2,74102412116803 1077224121628139785859617561751680313173 1680361751680316101585913978741014639 13173741013537707617516803 13173168031014324848 1680361751680316101585913978741014639 168032412158597707617516803 168032103921039107721014310772168032412113978 135362816803 7707135310772617513173107722412125887 1014374101463916803 6281803658591014316803 
1,468216803617562810772241212484810772 58592103921056 7410135313978741024848135314821180361353 628585911275 585925887146391680316803 6281680361756175 468210772139781353146395859 24121107721014324848168036175 14821107722412116803 210391077224121617558592412113173 1014358592412158591317310772585924121 25887146397410135318036 7707168036175161011680313173168031463916803 146391680362874101353146391014316803 61751397813173 14821617524121 16803135314639 4886741014639139784682 7707168036175161011680313173168031463916803 628468258591463916803 
2,258877410 617574102412125887 1077261751482124121 
1,6287410101431077258596175 241211680313978488674101463924848 617574101014358591397810772741024121 7707585962816803 628168031463916101107721014316803 1397814639168032412113173 1014374101482118036146391077262816803 6281077225887241211077221039107721014358592412113978 628468258591463916803 1077224121139781680314639241211680313978 1397814639585921039210391077210143 13978741013173585911275 585918036180361680358596175 148211077213173 13536281680314639 
1,1397874101397858596175 741014639131731680314639 1610158596175135316803 77077410741024848 210397410135314639139784682 26631353585914639139781680314639 14639168031482158591077224121131731680314639 77077410741024848 628168031014374102412113173 26631353585914639139781680314639 
0,174927410468224121628741024121 148215859139781397846821680311275 628468258591463916803 1803614639107721014316803 628617513531482118036 101437410148211803658592412111275 18036741062813978 21039135361756175 1127516803585914639 14639168036281353617513978 
1,180361463916803161011077274101353628 628468258591463916803 62813537707628101431463910772180361397810772741024121 6281397874101014324848 7410180361397810772741024121 
1,5859210392103916803101431397874102588716803241211077214821585918036 7707135310772617513173 468210772258874682617511275 101431353628139787410148211077262816803 6287410617513531397810772741024121 101431353628139787410148211680314639 210391077224121617558592412113173 770758596175139781077210143 101437410135324121139781463911275 
1,101436175741062816803 13978146395859241216285859101431397810772741024121 62810143468216803131731353617516803 1397858592484816803 18036617558591014316803 17492585924121135358591463911275 
1,46827410488616803161011680314639 741021039210391680314639107722412125887 18036146397410770758597707617511275 1482158592484816803 1014313531463914639168032412113978 1610158596175135358591397810772741024121 1803658591463913978617511275 131731680314639107721610116803 131731680358596175 101437410148211803658592412111275 1482116803146392588716803 6281397874101014324848 14821585914639248481680313978 62846821680361756175 
1,741018036168031463958591397816803 14639168036281353617513978 14821741024121139784682 18036168031463910772741013173 1317316803101431463916803585962816803 18036146397410210391077213978 16803135314639 13978135314639241217410161011680314639 1317316803101431463916803585962816803 16803135314639 101437410148211803658591463916803 
1,585913173148211077224121107726281397814639585913978741014639 107722412113173107721014358591397816803 24121168031680313173 1749274107707 10143135313978 1077214639107726284682 10772241216281353146391680314639 24121168032105613978 14821741024121139784682 
1,241211680313978 6285859617516803 168032105618036168031014313978 61751680316101168036175 
2,139781680310143468224121107721014358596175 1077224121131731077210143585913978741014639 6281397874101014324848 7707135361756175107726284682 18036 25887107721610116803 24121741024848 1803674106281077213978107721610116803 62813978585914639 7707135311275 1463958592412124848 
0,1463916803161011680324121135316803 26631353585914639139781680314639 1397874101397858596175 7707107726175617510772741024121 18036168031463910143168032412113978 7707107726175617510772741024121 210397410135314639139784682 26631353585914639139781680314639 
1,24121 1610110772146397410 741018036168031463958591397816803 180361463974101014316803628628 21039585910143107726175107721397811275 1077224121131731680318036168032412113173168032412113978617511275 48861680361756175 180365859146391397824121168031463962846821077218036 148211353241211077210143107721803658596175107721397811275 
0,2412113531482177071680314639 770774101317310772617511275 10772241211749213531463911275 10143585962816803 2663135358591317314639135318036617516803 
2,5859101431014374101463913173 1463910772241212588714821585924121 21039107722412124121107726284682 180365859180361680314639 101437410148211803658592412111275 58591014326631353107721463916803 248482412174104886 10143585918036585910143107721397811275 180365859180361680314639 1463916803101431127510143617516803 1397813531463924121 62813531014310143168036286282103913536175 6281397814639585913978168032588711275 
2,101437410148211803658592412111275 585961756287410 628585911275 180367410617558592412113173 1803614639741021039107721397858597707107726175107721397811275 180361463974102588714639585914821 61755859135324121101434682 7410770774101463924121107722484810772 6281397816803168036175 210391463958591482116803 62858592412113173488610772101434682 18036585924121168036175 18036617558592412113978 
0,1353 168032412116803146392588711275 16803210561680310143135313978107721610116803 628585911275 468210772258874682 6281397816803168036175 1803614639107721014316803 13978468214639168035859139781680324121 168032412116803146392588711275 168032105618036617574101463958591397810772741024121 
2,1397816803628101437410 6285859617516803 146391077262816803 628468274104886 13978168032412113978585913978107721610116803 146391680310143741016101168031463911275 10143741024121139781077224121135316803 
1,210391077224121617558592412113173 61755859135324121101434682 139781077216803 6285859617516803 25887 148217410770710772617516803 18036468274102412116803 101435859135362816803 13173146395859148215859139781077210143 1463913536284682 148217410770710772617516803 1463916803139785859107726175 741013531397861751680313978 21039107721463962813978 13173585911275 
2,241211353585924121 46827410617513173 48861680361756175 77071077225887 2588758591077224121 14821585911275770716803 21039107722412158596175617511275 1482174101610116803 628139781077261756175 135324121131731680314639161015859617513531680313173 14821585917492741014639 135318036628107721317316803 
